TIME,SST
1934-04-16,18.532476
1934-05-16,18.459522
1934-06-16,18.572151
1934-07-16,18.623241
1934-08-16,18.726776
1934-09-16,18.621387
1934-10-16,18.42853
1934-11-16,18.306242
1934-12-16,18.319632
1935-01-16,18.45952
1935-02-15,18.636267
1935-03-16,18.580542
1935-04-16,18.580715
1935-05-16,18.479086
1935-06-16,18.460457
1935-07-16,18.5527
1935-08-16,18.679533
1935-09-16,18.578417
1935-10-16,18.480476
1935-11-16,18.333473
1935-12-16,18.363605
1936-01-16,18.47782
1936-02-15,18.678106
1936-03-16,18.659874
1936-04-16,18.60074
1936-05-16,18.52655
1936-06-16,18.547129
1936-07-16,18.674511
1936-08-16,18.780762
1936-09-16,18.676281
1936-10-16,18.537558
1936-11-16,18.391205
1936-12-16,18.459934
1937-01-16,18.591461
1937-02-15,18.849215
1937-03-16,18.777124
1937-04-16,18.672104
1937-05-16,18.597454
1937-06-16,18.606152
1937-07-16,18.782345
1937-08-16,18.88281
1937-09-16,18.79121
1937-10-16,18.560053
1937-11-16,18.44985
1937-12-16,18.463062
1938-01-16,18.640991
1938-02-15,18.759333
1938-03-16,18.847242
1938-04-16,18.752968
1938-05-16,18.68838
1938-06-16,18.648172
1938-07-16,18.741142
1938-08-16,18.87197
1938-09-16,18.734373
1938-10-16,18.556572
1938-11-16,18.387314
1938-12-16,18.385847
1939-01-16,18.483196
1939-02-15,18.684439
1939-03-16,18.721474
1939-04-16,18.643871
1939-05-16,18.551802
1939-06-16,18.650728
1939-07-16,18.738297
1939-08-16,18.823175
1939-09-16,18.759048
1939-10-16,18.521687
1939-11-16,18.413229
1939-12-16,18.410397
1940-01-16,18.458584
1940-02-15,18.57311
1940-03-16,18.692856
1940-04-16,18.694105
1940-05-16,18.644304
1940-06-16,18.625353
1940-07-16,18.814573
1940-08-16,18.75933
1940-09-16,18.687162
1940-10-16,18.530863
1940-11-16,18.423649
1940-12-16,18.455824
1941-01-16,18.71745
1941-02-15,18.811308
1941-03-16,18.880533
1941-04-16,18.878122
1941-05-16,18.70644
1941-06-16,18.625412
1941-07-16,18.654413
1941-08-16,18.748106
1941-09-16,18.64473
1941-10-16,18.680683
1941-11-16,18.646915
1941-12-16,18.77074
1942-01-16,18.634981
1942-02-15,18.72305
1942-03-16,18.782251
1942-04-16,18.751415
1942-05-16,18.74928
1942-06-16,18.674366
1942-07-16,18.721779
1942-08-16,18.80114
1942-09-16,18.74068
1942-10-16,18.519428
1942-11-16,18.365234
1942-12-16,18.43085
1943-01-16,18.558144
1943-02-15,18.720118
1943-03-16,18.706522
1943-04-16,18.68575
1943-05-16,18.790543
1943-06-16,18.703915
1943-07-16,18.809845
1943-08-16,18.896545
1943-09-16,18.731554
1943-10-16,18.58342
1943-11-16,18.519808
1943-12-16,18.56914
1944-01-16,18.678825
1944-02-15,18.881262
1944-03-16,18.916756
1944-04-16,18.86136
1944-05-16,18.89435
1944-06-16,18.820957
1944-07-16,18.920311
1944-08-16,18.990967
1944-09-16,18.931435
1944-10-16,18.687805
1944-11-16,18.600857
1944-12-16,18.723505
1945-01-16,18.86916
1945-02-15,19.07716
1945-03-16,18.99295
1945-04-16,18.915562
1945-05-16,18.766636
1945-06-16,18.781837
1945-07-16,18.879572
1945-08-16,18.876553
1945-09-16,18.70045
1945-10-16,18.564613
1945-11-16,18.577282
1945-12-16,18.63663
1946-01-16,18.656729
1946-02-15,18.738419
1946-03-16,18.697117
1946-04-16,18.65337
1946-05-16,18.531677
1946-06-16,18.48986
1946-07-16,18.633783
1946-08-16,18.569578
1946-09-16,18.701107
1946-10-16,18.566008
1946-11-16,18.314322
1946-12-16,18.349394
1947-01-16,18.559605
1947-02-15,18.632856
1947-03-16,18.710316
1947-04-16,18.651686
1947-05-16,18.612091
1947-06-16,18.574167
1947-07-16,18.660666
1947-08-16,18.757803
1947-09-16,18.59169
1947-10-16,18.384558
1947-11-16,18.368425
1947-12-16,18.324644
1948-01-16,18.484932
1948-02-15,18.667341
1948-03-16,18.822973
1948-04-16,18.669207
1948-05-16,18.650179
1948-06-16,18.622015
1948-07-16,18.608791
1948-08-16,18.778168
1948-09-16,18.622328
1948-10-16,18.473993
1948-11-16,18.334974
1948-12-16,18.356094
1949-01-16,18.611172
1949-02-15,18.751686
1949-03-16,18.744045
1949-04-16,18.747257
1949-05-16,18.601753
1949-06-16,18.546694
1949-07-16,18.696323
1949-08-16,18.811775
1949-09-16,18.731148
1949-10-16,18.500881
1949-11-16,18.32539
1949-12-16,18.420921
1950-01-16,18.541862
1950-02-15,18.620953
1950-03-16,18.740244
1950-04-16,18.636635
1950-05-16,18.57149
1950-06-16,18.631052
1950-07-16,18.70735
1950-08-16,18.796436
1950-09-16,18.657581
1950-10-16,18.407747
1950-11-16,18.306807
1950-12-16,18.374432
1951-01-16,18.47763
1951-02-15,18.6166
1951-03-16,18.640879
1951-04-16,18.599682
1951-05-16,18.583736
1951-06-16,18.684065
1951-07-16,18.793142
1951-08-16,18.927626
1951-09-16,18.822727
1951-10-16,18.634026
1951-11-16,18.437777
1951-12-16,18.51569
1952-01-16,18.696787
1952-02-15,18.879528
1952-03-16,18.855537
1952-04-16,18.822866
1952-05-16,18.712008
1952-06-16,18.742682
1952-07-16,18.739464
1952-08-16,18.915226
1952-09-16,18.769
1952-10-16,18.599323
1952-11-16,18.440348
1952-12-16,18.437057
1953-01-16,18.65246
1953-02-15,18.821215
1953-03-16,18.858612
1953-04-16,18.812613
1953-05-16,18.73963
1953-06-16,18.664984
1953-07-16,18.78566
1953-08-16,18.82705
1953-09-16,18.782516
1953-10-16,18.582312
1953-11-16,18.45454
1953-12-16,18.540506
1954-01-16,18.654694
1954-02-15,18.784227
1954-03-16,18.744057
1954-04-16,18.700073
1954-05-16,18.563654
1954-06-16,18.534935
1954-07-16,18.482576
1954-08-16,18.636293
1954-09-16,18.598639
1954-10-16,18.370823
1954-11-16,18.316088
1954-12-16,18.347666
1955-01-16,18.52602
1955-02-15,18.659801
1955-03-16,18.706434
1955-04-16,18.59776
1955-05-16,18.481583
1955-06-16,18.447495
1955-07-16,18.634068
1955-08-16,18.748718
1955-09-16,18.66867
1955-10-16,18.37817
1955-11-16,18.292929
1955-12-16,18.315079
1956-01-16,18.51493
1956-02-15,18.611862
1956-03-16,18.671955
1956-04-16,18.632292
1956-05-16,18.530045
1956-06-16,18.46885
1956-07-16,18.626791
1956-08-16,18.723085
1956-09-16,18.60471
1956-10-16,18.484936
1956-11-16,18.343529
1956-12-16,18.42887
1957-01-16,18.631945
1957-02-15,18.810379
1957-03-16,18.859251
1957-04-16,18.795681
1957-05-16,18.805824
1957-06-16,18.747921
